"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","1592","76","48","1","27","0.0477386934673367",2020-10-02
"Adams","Adams","671","38","28","0","10","0.0566318926974665",2020-10-02
"Allamakee","Allamakee","2947","266","186","6","74","0.0902612826603325",2020-10-02
"Appanoose","Appanoose","2673","150","123","3","24","0.0561167227833895",2020-10-02
"Audubon","Audubon","1243","96","39","1","56","0.0772325020112631",2020-10-02
"Benton","Benton","5566","348","223","1","124","0.0625224577793748",2020-10-02
"Black Hawk","Black Hawk","35948","4592","3924","92","576","0.127740068988539",2020-10-02
"Boone","Boone","6567","540","370","8","162","0.0822293284604842",2020-10-02
"Bremer","Bremer","5503","516","382","7","127","0.0937670361620934",2020-10-02
"Buchanan","Buchanan","4577","304","187","1","116","0.0664190517806423",2020-10-02
"Buena Vista","Buena Vista","9447","2028","1838","12","178","0.214671324229914",2020-10-02
"Butler","Butler","3438","283","261","2","20","0.0823152995927865",2020-10-02
"Calhoun","Calhoun","2677","206","174","3","29","0.076951811729548",2020-10-02
"Carroll","Carroll","5845","715","456","5","254","0.122326775021386",2020-10-02
"Cass","Cass","2825","184","160","2","22","0.0651327433628319",2020-10-02
"Cedar","Cedar","4002","269","175","2","92","0.067216391804098",2020-10-02
"Cerro Gordo","Cerro Gordo","11672","1101","878","23","200","0.0943283070596299",2020-10-02
"Cherokee","Cherokee","2916","278","149","2","127","0.0953360768175583",2020-10-02
"Chickasaw","Chickasaw","2677","281","253","1","27","0.104968248038849",2020-10-02
"Clarke","Clarke","2382","273","245","3","25","0.114609571788413",2020-10-02
"Clay","Clay","3904","360","241","4","115","0.0922131147540984",2020-10-02
"Clayton","Clayton","3350","275","245","3","27","0.082089552238806",2020-10-02
"Clinton","Clinton","10044","1165","905","22","238","0.115989645559538",2020-10-02
"Crawford","Crawford","5344","1124","855","6","263","0.210329341317365",2020-10-02
"Dallas","Dallas","26341","2889","2439","38","412","0.109676929501538",2020-10-02
"Davis","Davis","1354","131","93","4","34","0.0967503692762186",2020-10-02
"Decatur","Decatur","1591","72","51","0","21","0.0452545568824639",2020-10-02
"Delaware","Delaware","4037","476","379","3","94","0.117909338617785",2020-10-02
"Des Moines","Des Moines","9154","853","624","9","220","0.0931833078435657",2020-10-02
"Dickinson","Dickinson","5445","561","434","6","121","0.103030303030303",2020-10-02
"Dubuque","Dubuque","30790","3545","2181","43","1321","0.115134784020786",2020-10-02
"Emmet","Emmet","2247","287","218","10","59","0.127725856697819",2020-10-02
"Fayette","Fayette","4260","244","154","2","88","0.0572769953051643",2020-10-02
"Floyd","Floyd","3973","368","310","5","53","0.092625220236597",2020-10-02
"Franklin","Franklin","2606","354","317","18","19","0.13584036838066",2020-10-02
"Fremont","Fremont","1316","132","64","0","68","0.100303951367781",2020-10-02
"Greene","Greene","2148","116","66","0","50","0.0540037243947858",2020-10-02
"Grundy","Grundy","2885","233","143","4","86","0.0807625649913345",2020-10-02
"Guthrie","Guthrie","2784","275","177","10","88","0.0987787356321839",2020-10-02
"Hamilton","Hamilton","3752","340","310","3","27","0.0906183368869936",2020-10-02
"Hancock","Hancock","2658","208","184","2","22","0.0782543265613243",2020-10-02
"Hardin","Hardin","3950","316","250","1","65","0.08",2020-10-02
"Harrison","Harrison","2914","293","177","5","111","0.100549073438572",2020-10-02
"Henry","Henry","5308","807","426","4","377","0.152034664657121",2020-10-02
"Howard","Howard","2118","193","142","7","44","0.091123701605288",2020-10-02
"Humboldt","Humboldt","2354","198","180","3","15","0.0841121495327103",2020-10-02
"Ida","Ida","1564","137","51","2","84","0.0875959079283887",2020-10-02
"Iowa","Iowa","4091","233","123","1","109","0.0569542899046688",2020-10-02
"Jackson","Jackson","4063","377","231","3","143","0.0927885798670933",2020-10-02
"Jasper","Jasper","8234","894","600","34","260","0.108574204517853",2020-10-02
"Jefferson","Jefferson","2938","144","121","1","22","0.0490129339686862",2020-10-02
"Johnson","Johnson","40438","5220","4435","27","758","0.129086502794401",2020-10-02
"Jones","Jones","4054","304","187","3","114","0.07498766650222",2020-10-02
"Keokuk","Keokuk","1801","122","73","1","48","0.0677401443642421",2020-10-02
"Kossuth","Kossuth","3631","300","135","0","165","0.0826218672541999",2020-10-02
"Lee","Lee","6584","681","492","7","182","0.103432563791008",2020-10-02
"Linn","Linn","52322","4270","3217","115","938","0.0816100301976224",2020-10-02
