"","EventResidentCounty","Individuals.Tested","Individuals.Positive","Total.Recovered","Total.Deaths","Active","positivity","date"
"Adair","Adair","2065","198","77","1","120","0.0958837772397094",2020-10-30
"Adams","Adams","851","84","47","1","36","0.0987074030552291",2020-10-30
"Allamakee","Allamakee","3434","409","261","9","139","0.119103086779266",2020-10-30
"Appanoose","Appanoose","3243","255","151","3","101","0.0786308973172988",2020-10-30
"Audubon","Audubon","1490","168","101","1","66","0.112751677852349",2020-10-30
"Benton","Benton","7061","667","356","2","309","0.0944625407166124",2020-10-30
"Black Hawk","Black Hawk","41903","6042","4530","102","1410","0.144190153449634",2020-10-30
"Boone","Boone","7650","757","545","9","203","0.0989542483660131",2020-10-30
"Bremer","Bremer","6417","728","513","9","206","0.113448652018077",2020-10-30
"Buchanan","Buchanan","5440","498","310","5","183","0.0915441176470588",2020-10-30
"Buena Vista","Buena Vista","10411","2307","2033","12","262","0.221592546345212",2020-10-30
"Butler","Butler","3995","410","347","3","60","0.102628285356696",2020-10-30
"Calhoun","Calhoun","3142","330","257","4","69","0.105028644175684",2020-10-30
"Carroll","Carroll","7179","1217","726","13","478","0.16952221757905",2020-10-30
"Cass","Cass","3652","431","295","3","133","0.118017524644031",2020-10-30
"Cedar","Cedar","5063","517","274","7","236","0.102113371518862",2020-10-30
"Cerro Gordo","Cerro Gordo","13717","1516","1086","27","403","0.110519792957644",2020-10-30
"Cherokee","Cherokee","3384","421","293","2","126","0.124408983451537",2020-10-30
"Chickasaw","Chickasaw","3028","377","341","1","35","0.124504623513871",2020-10-30
"Clarke","Clarke","2799","359","266","3","90","0.128260092890318",2020-10-30
"Clay","Clay","4743","563","365","4","194","0.118701243938436",2020-10-30
"Clayton","Clayton","4005","501","345","3","153","0.125093632958801",2020-10-30
"Clinton","Clinton","12112","1582","1161","28","393","0.130614266842801",2020-10-30
"Crawford","Crawford","6103","1392","1124","14","254","0.228084548582664",2020-10-30
"Dallas","Dallas","30845","3608","2871","47","690","0.116971956556978",2020-10-30
"Davis","Davis","1648","191","129","4","58","0.115898058252427",2020-10-30
"Decatur","Decatur","1967","163","72","0","91","0.0828673106253177",2020-10-30
"Delaware","Delaware","4838","834","539","13","282","0.172385283174866",2020-10-30
"Des Moines","Des Moines","11963","1524","864","11","649","0.127392794449553",2020-10-30
"Dickinson","Dickinson","6362","807","562","9","236","0.126846903489469",2020-10-30
"Dubuque","Dubuque","36536","5562","3653","58","1851","0.152233413619444",2020-10-30
"Emmet","Emmet","2870","457","310","21","126","0.159233449477352",2020-10-30
"Fayette","Fayette","5033","413","250","4","159","0.0820584144645341",2020-10-30
"Floyd","Floyd","4517","465","406","11","48","0.102944432145229",2020-10-30
"Franklin","Franklin","2905","396","347","18","31","0.13631669535284",2020-10-30
"Fremont","Fremont","1580","217","140","2","75","0.137341772151899",2020-10-30
"Greene","Greene","2546","194","125","0","69","0.0761979575805185",2020-10-30
"Grundy","Grundy","3315","345","238","6","101","0.104072398190045",2020-10-30
"Guthrie","Guthrie","3301","423","273","15","135","0.128142986973644",2020-10-30
"Hamilton","Hamilton","4399","489","441","5","43","0.111161627642646",2020-10-30
